title,company,location,posted,salary,description,keyword
Python Developer,Millennium,N/A,N/A,N/A,"Job Description
We are assembling a strong Quant Technology team to build our next generation of in-house analytics and trading support tools. This team will develop and maintain the in-house models and pricing libraries, providing firm-wide live risk and Profit & Loss analysis to support global trading in Fixed Income, Commodities, Credit, commodities and FX products. This is a unique opportunity to join one of the leading hedge funds in the world and enter the fast-growing world of FinTech, learning from the best in the field how it is done at the highest levels. We offer a fast-paced environment with excellent international growth opportunities and exposure to world-class financial technologies and global markets.

Responsibilities

Take part in the development and enhancement of the back-end distributed system, providing continuous and uninterrupted Risk and Profit & Loss information to Portfolio Managers and Risk Officers.
Work closely with Quant researchers and developers, tech teams, middle office and trading teams in London and New York / Miami.
Build micro services on top of our new analytics library and integrate it into the existing system, using the latest technologies.

Requirements

Substantial experience developing in Python.
Experience in Client-Server, Distributed computing and Microservices design patterns
Experience developing and maintaining back-end distributed system.
Good understanding of various Design Patterns, Algorithms & Data structures
Experience working with Git / GitHub
B.A. in computer science or another quantitative field
Ability to communicate effectively with senior stakeholders across the organization
Able to work independently in a fast-paced environment.
Detail oriented, organized, demonstrating thoroughness and strong ownership of work

Additional Valuable Skills (nice To Have, But Not Essential)

Experience with Docker/Kubernetes
Experience with NoSQL like MongoDB
Experience with asynchronous programming in python and use of the asyncio library
Experience with reactive and or functional programming
Experience working in Linux environment
Experience with Continuous Integration and Deployment (CI/CD)
Experience developing in Java or C++ with good understanding of the Modern C++ standards
Experience developing Cross Asset Pricing and Risk Systems
Experience with financial mathematics and statistics.
Experience in the financial industry",python
Python developer AI ML,Delta4 Infotech,N/A,N/A,N/A,"Job Description
We are seeking a FresherPython Developer with AI/ML expertise to join our team.

Before we dive into the roletake a quick look at what we're building: https://www.linkedin.com/showcase/yourgpt/

It might just give you a sense of the kind of exciting challenges you would be working on.

Responsibilities

Design, develop, and optimize Python-based AI/ML applications.
Implement and fine-tune NLP models for chatbot development.
Work with large-scale datasets to train and evaluate machine learning models.
Develop and integrate AI algorithms to enhance chatbot performance.
Collaborate with cross-functional teams (Data Science, Backend, and Frontend) to improve AI-driven features.
Optimize existing models for performance, scalability, and accuracy.
Stay updated with the latest trends in AI, deep learning, and NLP.

Requirements

Strong proficiency in Python and AI/ML frameworks (TensorFlow, PyTorch, Scikit-learn).
Experience in working with LLMs (Large Language Models).
Proficiency with cloud platforms (AWS, GCP, or Azure) and MLOps best practices.
Experience with APIs, microservices, and backend development.
Strong problem-solving and analytical skills.

Nice To Have

Knowledge of vector databases (e.g., Pinecone, FAISS).
Experience with fine-tuning and deploying AI models in production.
Familiarity with Docker, Kubernetes, and CI/CD pipelines.
Previous experience building AI-powered products.

If you have a passion for machine learning, natural language processing, and large-scale AI applications, we'd love to hear from you.

Skills: nlp,gcp,pytorch,aws,ai/ml,aichatbot,microservices,ai/ml frameworks,machine learning,python,large language model,ml,tensorflow,azure,backend development,llm,llms,apis,yourgpt,scikit-learn,models",python
Python Intern,Arcitech,N/A,N/A,N/A,"Job Description
Role Overview

As a Python Developer Intern at Arcitech AI, you will play a crucial role in our advancements in software development, AI, and integrative solutions. This entry-level position offers the opportunity to work on cutting-edge projects and contribute to the growth of the company. You will be challenged to develop Python applications, collaborate with a dynamic team, and optimize code performance, all while gaining valuable experience in the industry.

Responsibilities

Developing Python applications
Collaborating with team members
Debugging Python scripts
Learning new libraries
Participating in code reviews
Testing code functionality
Optimizing code performance
Troubleshooting technical issues

Qualifications

Bachelor's degree in Computer Science or related field
0 to 1 years of experience in Python development

Skills

Proficiency in Python, Django, machine learning, web hooks, APIs, web sockets, Git, data analysis, and object-oriented programming
Familiarity with ORM functions
Strong problem-solving skills
Excellent communication and teamwork abilities

Other Details

Join our dynamic team in Mumbai, Maharashtra, India, and be a part of a company that values professional growth and innovation. Arcitech AI offers a vibrant work culture, weekends off, and a provident fund for all employees. Take advantage of unique opportunities for career development and a competitive benefits package. Shape the future of technology with us at Arcitech AI.",python
Python Data Analyst,MSCI Inc.,N/A,N/A,N/A,"Job Description
Your Team Responsibilities

The ESG Ratings Operations team member researches and rates companies on a AAA to CCC scale based on its exposure to industry specific ESG risks and its ability to manage those risks relative to peers. The team analyzes data sourced through internal and external data suppliers and follows a rule- based methodology to determine the rating. The companies rated are spread across the developed and emerging markets and range in size from large to small scale.

Your Key Responsibilities

Responsibilities

This role combines data analysis, process automation, efficiency-building, and data quality control to enhance data reliability and drive informed business decisions. Your primary responsibility will be to review and analyze data, manage data quality rules and standards, apply technical solutions to data & business problems related to quality and process automations, thereby building efficiency in the process with minimal to no error. Your specific responsibilities shall include:

Deliver high quality ESG research for companies in our global coverage on a timely basis.
Create, implement, and manage data quality rules and standards.
Hands on experience with python programming (minimum 1 year).
Interact with business and technical stakeholders on a regular basis to clearly understand requirements, seek regular feedback & sign offs on project implementation.
Contribute to ongoing improvement of ratings model; ability to handle parts of project independently or with minimum assistance.
Keeping stakeholders & management updated regularly on project status and escalate blockers / issues at the earliest.
Staying updated with latest advancements in technical space so as to relate the projects with real world scenarios.
Contribute to implementing processes critical for ensuring operational stability.

Your Skills And Experience That Will Help You Excel

Hands on Computer programming experience preferably with Python programming.
Ability to perform Data analysis using Python and Excel.
Awareness about Data visualization techniques using graphs, charts either with Python or Reporting tools like PowerBI.
Strong communication skills - written & verbal.
Strong analytical skills and ability to articulate viewpoints.
Comfortable working in a team environment across hierarchies, functions, and geographies; under minimum supervision.
Team player, quick learner with inquisitive mindset willing to challenge status quo and bring fresh ideas to the process of solutioning.

About MSCI

What we offer you

Transparent compensation schemes and comprehensive employee benefits, tailored to your location, ensuring your financial security, health, and overall wellbeing.
Flexible working arrangements, advanced technology, and collaborative workspaces.
A culture of high performance and innovation where we experiment with new ideas and take responsibility for achieving results.
A global network of talented colleagues, who inspire, support, and share their expertise to innovate and deliver for our clients.
Global Orientation program to kickstart your journey, followed by access to our Learning@MSCI platform, LinkedIn Learning Pro and tailored learning opportunities for ongoing skills development.
Multi-directional career paths that offer professional growth and development through new challenges, internal mobility and expanded roles.
We actively nurture an environment that builds a sense of inclusion belonging and connection, including eight Employee Resource Groups. All Abilities, Asian Support Network, Black Leadership Network, Climate Action Network, Hola! MSCI, Pride & Allies, Women in Tech, and Women's Leadership Forum.

At MSCI we are passionate about what we do, and we are inspired by our purpose to power better investment decisions. You'll be part of an industry-leading network of creative, curious, and entrepreneurial pioneers. This is a space where you can challenge yourself, set new standards and perform beyond expectations for yourself, our clients, and our industry.

MSCI is a leading provider of critical decision support tools and services for the global investment community. With over 50 years of expertise in research, data, and technology, we power better investment decisions by enabling clients to understand and analyze key drivers of risk and return and confidently build more effective portfolios. We create industry-leading research-enhanced solutions that clients use to gain insight into and improve transparency across the investment process.

MSCI Inc. is an equal opportunity employer. It is the policy of the firm to ensure equal employment opportunity without discrimination or harassment on the basis of race, color, religion, creed, age, sex, gender, gender identity, sexual orientation, national origin, citizenship, disability, marital and civil partnership/union status, pregnancy (including unlawful discrimination on the basis of a legally protected parental leave), veteran status, or any other characteristic protected by law. MSCI is also committed to working with and providing reasonable accommodations to individuals with disabilities. If you are an individual with a disability and would like to request a reasonable accommodation for any part of the application process, please email [Confidential Information] and indicate the specifics of the assistance needed. Please note, this e-mail is intended only for individuals who are requesting a reasonable workplace accommodation; it is not intended for other inquiries.

To all recruitment agencies

MSCI does not accept unsolicited CVs/Resumes. Please do not forward CVs/Resumes to any MSCI employee, location, or website. MSCI is not responsible for any fees related to unsolicited CVs/Resumes.

Note on recruitment scams

We are aware of recruitment scams where fraudsters impersonating MSCI personnel may try and elicit personal information from job seekers. Read our full note on careers.msci.com",python
PYTHON DEVELOPER,Belgium WebNet,N/A,N/A,N/A,"Job Description
We are looking for a Full Stack Python Developer to produce scalable e-commerce software solutions. You'll be part of a cross-functional team that's responsible for the full software development sprint life cycle, and should be well exposed to Agile Methodology.

Belgium WebNet Inc is a growth accelerating Business Process Outsourcing company located in Indore. It is known for delivering IT Support, Website Development, Digital Marketing, Bookkeeping, Accounting, Back Office Support, Data Entry services to clients across diverse sectors in the US Market. Belgium Diamonds LLC, Belgium WebNet Inc, Belgium Properties LLC & Green Cars NY LLC are our Prime Business Associates. Since 1988 they specialize in Wholesale Diamonds, Fine Watches, IT & Real Estate. We are headquartered in the heart of New York Citys famed Diamond District on 47th Street and function from a centrally located office in Indore, the cleanest city in India.

Responsibilities:-

Write effective, scalable code.
Develop back-end components to improve responsiveness and overall performance.
Integrate user-facing elements into web applications.
Troubleshoot and debug programs.
To develop e-commerce web applications with an admin panel.
Assess and prioritize feature requests.
Team spirit and Good problem-solving skills.
Design client-side and server-side architecture.

Requirements:-

Proficiency in design and analysis of algorithms, data structures, and design patterns in the building and deploying of scalable; highly available systems.
Well versed in OOPS concepts.
Expertise in at least one popular Python framework (like Django, Flask or Pyramid), [ We preferred Django framework ].
Knowledge of object-relational mapping (ORM).
Preferred understanding of PHP logic & functionality to migrate in Python.
Django Administration customization.
Memcached implementations.
Expertise in handling payment systems, especially payment gateway integrations with Paypal, Stripe, Square, Authorised.net etc.
Experience of third-party APIs like Google, Facebook, Twitter.
Query optimization.
Good proficiency in MySQL Database
Write technical documentation.
Good knowledge of Rest API's framework.
Strong knowledge and implementation of NGNIX, Varnish, Redis, Load Balancers.
GitHub is highly valuated
Knowledge of basic QA methodologies

Company Website: https://belgiumwebnet.com/",python
Python Developer,Rudhisoft Private Limited,N/A,N/A,N/A,"Job Description
We're looking for a skilled person who is passionate about clean code, solving real-world problems, and working in a collaborative team environment.
Responsibilities
Design, develop, test, and deploy software solutions across the full stack.
Work with project managers and team members to understand client requirements.
Participate in code reviews and maintain coding standards.
Troubleshoot and debug software issues.
Continuously improve performance and scalability of applications.
Qualifications
Bachelor's degree or equivalent experience in Computer Science or related field
Strong foundation in programming languages such as Python, Java, C#, or JavaScript, PHP.
Experience with frameworks or libraries (e.g., Django, Spring Boot, React,).
Good understanding of databases (SQL/NoSQL).
Familiarity with version control systems like Git.
Problem-solving attitude and good communication skills.
Nice to Have
Knowledge of cloud platforms (AWS, Azure, GCP).
Experience with REST APIs, CI/CD, and agile methodologies.
Front-end skills (React, Vue, or Angular).",python
Python Developer,Xerox,N/A,N/A,N/A,"Job Description

About Xerox Holdings Corporation

For more than 100 years, Xerox has continually redefined the workplace experience. Harnessing our leadership position in office and production print technology, we've expanded into software and services to sustainably power today's workforce. From the office to industrial environments, our differentiated business solutions and financial services are designed to make every day work better for clients no matter where that work is being done. Today, Xerox scientists and engineers are continuing our legacy of innovation with disruptive technologies in digital transformation, augmented reality, robotic process automation, additive manufacturing, Industrial Internet of Things and cleantech. Learn more at www.xerox.com and explore our commitment to diversity and inclusion.

Purpose:

Collaborating with development and operations teams to design, develop, and implement solutions for continuous integration, delivery, and deployment ML-Models rapidly with confidence.
Use managed online endpoints to deploy models across powerful CPU and GPU machines without managing the underlying infrastructure.
Package models quickly and ensure high quality at every step using model profiling and validation tools.
Optimize model training and deployment pipelines, build for CI/CD to facilitate retraining, and easily fit machine learning into your existing release processes.
Use advanced data-drift analysis to improve model performance over time.
Build flexible and more secure end-to-end machine learning workflows using MLflow and Azure Machine Learning.
Seamlessly scale your existing workloads from local execution to the intelligent cloud and edge.
Store your MLflow experiments, run metrics, parameters, and model artifacts in the centralized workspace.
Track model version history and lineage for auditability.
Set compute quotas on resources and apply policies to ensure adherence to security, privacy, and compliance standards.
Use the advanced capabilities to meet governance and control objectives and to promote model transparency and fairness.
Facilitate cross-workspace collaboration and MLOps with registries.
Host machine learning assets in a central location, making them available to all workspaces in your organization.
Promote, share, and discover models, environments, components, and datasets across teams.
Reuse pipelines and deploy models created by teams in other workspaces while keeping the lineage and traceability intact.

General :

Builds knowledge of the organization, processes and customers.
Requires knowledge and experience in own discipline; still acquiring higher level knowledge and skills.
Receives a moderate level of guidance and direction.
Moderate decision-making authority guided by policies, procedures, and business operations protocol.

Technical Skills :

Will need to be strong on ML pipelines, modern tech stack.
Proven experience with MLOPs with Azure and MLFlow etc.
Experience with scripting and coding using Python.
Working Experience with container technologies (Docker, Kubernetes).
Familiarity with standard concepts and technologies used in CI/CD build, deployment pipelines.
Experience in relational database (e.g.:- MS SQL Server) & NoSQL Databases (e.g.:- MongoDB) Python and Strong math skills (e.g. statistics).
Problem-solving aptitude and Excellent communication and presentation skills.
Automating and streamlining infrastructure, build, test, and deployment processes.
Monitoring and troubleshooting production issues and providing support to development and operations teams.
Managing and maintaining tools and infrastructure for continuous integration and delivery.
Managing and maintaining source control systems and branching strategies.
Strong knowledge of Linux/Unix administration.
Experience with configuration management tools like Ansible, Puppet, or Chef.
Strong understanding of networking, security, and storage.
Understanding and Practice of AGILE Methodologies.
Proficiency and experience in working as part of the Software Development Lifecycle (SDLC) using Code Management & Release Tools (MS DevOps, Github, Team Foundation Server)
Above average verbal, written and presentation skills.",python
Python Developer,Xerox,N/A,N/A,N/A,"Job Description

About Xerox Holdings Corporation

For more than 100 years, Xerox has continually redefined the workplace experience. Harnessing our leadership position in office and production print technology, we've expanded into software and services to sustainably power today's workforce. From the office to industrial environments, our differentiated business solutions and financial services are designed to make every day work better for clients no matter where that work is being done. Today, Xerox scientists and engineers are continuing our legacy of innovation with disruptive technologies in digital transformation, augmented reality, robotic process automation, additive manufacturing, Industrial Internet of Things and cleantech. Learn more at www.xerox.com and explore our commitment to diversity and inclusion.

General

Builds knowledge of the organization, processes and customers.
Requires knowledge and experience in own discipline; still acquiring higher level knowledge and skills.
Receives a moderate level of guidance and direction.
Moderate decision-making authority guided by policies, procedures, and business operations protocol.

Technical Skills

Will need to be strong on ML pipelines, modern tech stack.
Proven experience with MLOPs with Azure and MLFlow etc.
Experience with scripting and coding using Python.
Working Experience with container technologies (Docker, Kubernetes).
Familiarity with standard concepts and technologies used in CI/CD build, deployment pipelines.
Experience in relational database (e.g.:- MS SQL Server) & NoSQL Databases (e.g.:- MongoDB) Python and Strong math skills (e.g. statistics).
Problem-solving aptitude and Excellent communication and presentation skills.
Automating and streamlining infrastructure, build, test, and deployment processes.
Monitoring and troubleshooting production issues and providing support to development and operations teams.
Managing and maintaining tools and infrastructure for continuous integration and delivery.
Managing and maintaining source control systems and branching strategies.
Strong knowledge of Linux/Unix administration.
Experience with configuration management tools like Ansible, Puppet, or Chef.
Strong understanding of networking, security, and storage.
Understanding and Practice of AGILE Methodologies.
Proficiency and experience in working as part of the Software Development Lifecycle (SDLC) using Code Management & Release Tools (MS DevOps, Github, Team Foundation Server)
Above average verbal, written and presentation skills.",python
Python Developer,BMC Software,N/A,N/A,N/A,"Job Description
Description and Requirements

At BMC trust is not just a word - it's a way of life!

We are an award-winning, equal opportunity, culturally diverse, fun place to be. Giving back to the community drives us to be better every single day. Our work environment allows you to balance your priorities, because we know you will bring your best every day. We will champion your wins and shout them from the rooftops. Your peers will inspire, drive, support you, and make you laugh out loud!

We help our customers free up time and space to become an Autonomous Digital Enterprise that conquers the opportunities ahead - and are relentless in the pursuit of innovation!

The IZOT product line includes BMC's Intelligent Z Optimization & Transformation products, which help the world's largest companies to monitor and manage their mainframe systems. The modernization of mainframe is the beating heart of our product line, and we achieve this goal by developing products that improve the developer experience, the mainframe integration, the speed of application development, the quality of the code and the applications security, while reducing operational costs and risks. We acquired several companies along the way, and we continue to grow, innovate, and perfect our solutions on an ongoing basis.

BMC AMI Cost and Capacity Management - As digitization increases, so does the complexity of managing mainframe capacity and costs. BMC AMI Cost and Capacity portfolio increases availability, predicts capacity bottlenecks before they occur, and optimizes mainframe software costs.

Here is how, through this exciting role, YOU will contribute to BMC's and your own success:

We are seeking a Python with AI/ML Developer to join a highly motivated team responsible for developing and maintaining innovation for mainframe capacity and cost management. As an Application Developer at BMC, you will be responsible for:
Developing and integrating AI/ML models with a focus on Generative AI (GenAI), Retrieval-Augmented Generation (RAG), and Vector Databases to enhance intelligent decision-making.
Building scalable AI pipelines for real-time and batch inference, optimizing model performance, and deploying AI-driven applications.
Implementing RAG-based architectures using LLMs (Large Language Models) for intelligent search, chatbot development, and knowledge management.
Utilizing vector databases (e.g., FAISS, ChromaDB, Weaviate, Pinecone) to enable efficient similarity search and AI-driven recommendations.
Developing modern web applications using Angular to create interactive and AI-powered user interfaces.
Developing APIs and microservices to expose AI/ML models for enterprise applications.
Processing and analyzing structured & unstructured data, including text, images, and time-series data for AI/ML applications.
Optimizing ML models for performance and scalability, ensuring low latency and high availability in production.
Staying updated with advancements in GenAI, NLP, transformers, and deep learning architectures to drive innovation.
Collaborating with cross-functional teams to integrate AI capabilities into existing applications and workflows.

To ensure you're set up for success, you will bring the following skillset & experience:

Strong proficiency in Python and AI/ML frameworks like TensorFlow, PyTorch, Hugging Face Transformers, LangChain.
Experience with Vector Databases (FAISS, ChromaDB, Weaviate, Pinecone) for semantic search and embeddings.
Hands-on expertise in LLMs (GPT, LLaMA, Mistral, Claude, etc.) and fine-tuning/customizing models.
Proficiency in Retrieval-Augmented Generation (RAG) and prompt engineering for AI-driven applications.
Experience with Angular for developing interactive web applications.
Experience with RESTful APIs, FastAPI, Flask, or Django for AI model serving.
Working knowledge of SQL and NoSQL databases for AI/ML applications.
Hands-on experience with Git/GitHub, Docker, and Kubernetes for AI/ML model deployment.

Whilst these are nice to have, our team can help you develop in the following skills:

Experience with knowledge graphs, semantic search, and enterprise AI applications.
Additional experience with .NET v7+ and cross-platform .NET development would be helpful.
Exposure to IBM z/OS mainframe environments and AI-driven optimization for legacy systems.
Background in statistical data analysis, reinforcement learning, or advanced ML techniques.

Our commitment to you!

BMC's culture is built around its people. We have 6000+ brilliant minds working together across the globe. You won't be known just by your employee number, but for your true authentic self. BMC lets you be YOU!

If after reading the above, You're unsure if you meet the qualifications of this role but are deeply excited about BMC and this team, we still encourage you to apply! We want to attract talents from diverse backgrounds and experience to ensure we face the world together with the best ideas!

BMC is committed to equal opportunity employment regardless of race, age, sex, creed, color, religion, citizenship status, sexual orientation, gender, gender expression, gender identity, national origin, disability, marital status, pregnancy, disabled veteran or status as a protected veteran. If you need a reasonable accommodation for any part of the application and hiring process, visit the accommodation request page.

< Back to search results

BMC Software maintains a strict policy of not requesting any form of payment in exchange for employment opportunities, upholding a fair and ethical hiring process.

At BMC we believe in pay transparency and have set the midpoint of the salary band for this role at 4,166,900 INR. Actual salaries depend on a wide range of factors that are considered in making compensation decisions, including but not limited to skill sets; experience and training, licensure, and certifications; and other business and organizational needs.

The salary listed is just one component of BMC's employee compensation package. Other rewards may include a variable plan and country specific benefits.

We are committed to ensuring that our employees are paid fairly and equitably, and that we are transparent about our compensation practices.

( Returnship@BMC )

Had a break in your career No worries. This role is eligible for candidates who have taken a break in their career and want to re-enter the workforce. If your expertise matches the above job, visit to https://bmcrecruit.avature.net/returnship know more and how to apply.",python
Python Developer Intern,Zysk Technologies,N/A,N/A,N/A,"Job Description
About Our Team

At Zysk Technologies Private Limited, we're more than just a web development company - we're a family of creative individuals driven by a shared passion for innovation and problem-solving. We are bold, agile, and client-centric, dedicated to delivering cutting-edge solutions that meet our clients unique needs. Our diverse team, most of whom are in their first job, thrives on creativity, collaboration, and continuous learning. If you have a pioneering spirit, a hunger for knowledge, and a desire to make your mark in the tech world, Zysk is the place for you!

About The Role

We are seeking a dynamic and proficient Python Developer Intern to join our technical team. As a Python Developer, you will play a crucial role in developing robust and scalable web solutions for our clients. This position is ideal for individuals with a strong command of Python programming and a keen interest in web development.

Roles and Responsibilities

Develop and maintain backend components for web applications using Python and related frameworks such as Django, Flask etc.
Collaborate with frontend developers to integrate user-facing elements with server-side logic.
Write efficient, reusable, and testable code to meet project requirements.
Participate in design and code reviews to ensure code quality and adherence to best practices.
Troubleshoot and debug issues reported by clients or detected during testing.
Stay updated on emerging technologies and industry trends relevant to web development.
Contribute to the improvement of existing software development processes and methodologies.

Skills And Qualifications

Strong problem-solving skills and attention to detail are a must-have skill.
Excellent communication skills and the ability to articulate technical concepts effectively.
Familiarity with web development technologies and concepts, including RESTful APIs, databases, and version control systems (e.g., Git).
Experience with Python web frameworks such as Django or Flask is preferred.
Proficiency in HTML, CSS, and JavaScript is a plus.
Ability to work collaboratively in a team environment.

Location

Bangalore, India

Employment Type

Full-time

Work Arrangement

On-site (no work from home)

Zysk Technologies Private Limited is an Equal Opportunity Employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.",python
Python Developer,Nexus Jobs,N/A,N/A,N/A,"Job Description
Company Overview
At Nexus Jobs, we excel in delivering comprehensive talent staffing services, backed by extensive pan-India hiring experience. We specialize in a full spectrum of corporate manpower and industrial employment solutions to meet client-specific needs. We offer immediate placement, part-time/full-time jobs, freelance work, and career paths catering to both freshers and experienced candidates. With headquarters in Jaipur, we are a human resources powerhouse dedicated to connecting employers with top talent across industries.
Job Overview
Nexus Jobs is seeking a dedicated Junior Python Developer for a full-time position located in Mohali. As a Python Developer, you will work collaboratively within a dynamic team to support diverse projects in our portfolio. Your focus will include the development and maintenance of web applications and services, requiring a strong foundation in Python and related frameworks and tools.
Qualifications and Skills
Proficiency in Python programming language with a solid understanding of its standard library and ideal debugging practices.
Experience with Django (Mandatory skill) for building robust web applications with a focus on maintainability and performance.
Strong knowledge of PostgreSQL (Mandatory skill) for designing and optimizing complex database queries and schemas.
Familiarity with Flask for building lightweight and robust web services and deploying on varied hosting platforms.
Working experience with AWS services for deploying secure and scalable web applications and managing cloud infrastructures.
Proficiency in designing and implementing RESTful APIs to ensure smooth integration and data interchange across systems.
Experience in MongoDB for storing and retrieving non-relational data, suitable for applications requiring flexibility in data models.
Understanding and application of FastAPI for fast and effective development of high-performance web APIs.
Roles and Responsibilities
Collaborate with cross-functional teams to define, design, and ship new features using the latest technologies.
Write clean, scalable, and maintainable code that complies with best practices and standards set by the project leaders.
Participate in code reviews and offer constructive feedback to enhance the quality and efficiency of the development process.
Analyze and resolve technical and application issues, ensuring optimal performance and reliability of solutions delivered.
Create and maintain comprehensive documentation for newly developed capabilities and provide training as required.
Engage in regular brainstorming sessions to drive innovation and improve solutions offered by the organization.
Support continuous improvement by investigating alternatives and technologies in line with industry trends and innovations.
Implement security and data protection measures in compliance with best",python
Python Developer,Dataquad Inc.,N/A,N/A,N/A,"Job Description
Job title: Python developer

Location: Mumbai, Bangalore, Chennai, Hyderabad

Job type: Full-time

Experience: 0-3 years

Job Description

We are looking for a passionate Python developer to join our team. You will be responsible for developing and implementing high-quality software solutions, creating complex applications using cutting-edge programming features and frameworks and collaborating with other teams in the firm to define, design and ship new features.

Requirements

Create large-scale data processing pipelines to help developers build and train novel machine learning algorithms.
Participate in code reviews, ensure code quality and identify areas for improvement to implement practical solutions.
Debugging codes when required and troubleshooting any Python-related queries.
Keep up to date with emerging trends and technologies in Python development.
Bachelor's degree in Computer Science, Software Engineering or a related field.In-depth understanding of the Python software development stacks, ecosystems, frameworks and tools such as Numpy, Scipy, Pandas, Dask, spaCy, NLTK, sci-kit-learn and PyTorch.
Experience with front-end development using HTML, CSS, and JavaScript.
Familiarity with database technologies such as SQL and NoSQL.
Excellent problem-solving ability with solid communication and collaboration skills.

Preferred Skills

Experience with popular Python frameworks such as Django, Flask or Pyramid.
Knowledge of data science and machine learning concepts and tools.
A working understanding of cloud platforms such as AWS, Google Cloud or Azure.
Contributions to open-source Python projects or active involvement in the Python community.",python
Python Developer,BOT Campus AI,N/A,N/A,N/A,"Job Description
Company Description
BotCampusAI Learning Solutions Pvt Ltd is an EdTech company focused on online education in Artificial Intelligence, Machine Learning, Data Science, and Cloud Computing. We offer interactive courses and hands-on training to professionals of all levels. Our goal is to bridge theoretical concepts with real-world applications to help learners succeed in the tech industry.
Role Description
This is a full-time remote role for a Python Developer at BOT Campus AI. The Python Developer will be responsible for back-end web development, software development, object-oriented programming (OOP), programming, and databases.
Qualifications
Back-End Web Development and Software Development skills
Experience in Object-Oriented Programming (OOP) and proficient in programming
Knowledge of Databases
Strong problem-solving and analytical skills
Ability to work in a fast-paced environment and meet deadlines
Excellent communication and teamwork skills
Bachelor's degree in Computer Science, Engineering, or related field",python
Python Developer,Tallento.ai,N/A,N/A,N/A,"Job Description
Company Description
Tallento.ai (formerly FPSJOBS) is a comprehensive job portal for teaching and non-teaching staff seeking employment in Top schools, colleges, universities, and IIT JEE NEET coaching institutes & IT Companies in India.. Known for providing job security and satisfaction, Tallento.ai connects educators with opportunities in reputable institutions with ease. Our platform is dedicated to ensuring the best employment experiences for those shaping India's future.
Role Description
This is a full-time remote role for a Python Developer. The Python Developer will be responsible for back-end web development, creating and maintaining software solutions, and implementing object-oriented programming (OOP) principles. Day-to-day tasks include coding, debugging, and interacting with databases to ensure seamless operation and integration of various applications.
Qualifications
Strong skills in Back-End Web Development and Programming
Experience in Software Development and Object-Oriented Programming (OOP)
Proficiency in working with Databases
Excellent problem-solving abilities and attention to detail
Effective communication skills and the ability to work independently in a remote environment
Bachelor's degree in Computer Science, Information Technology, or a related field",python
Full Stack Web Developer React NodeJS with Python Flask that prioritizes work life balance,Dendrite.ai,N/A,N/A,N/A,"Job Description
We're looking for incredible React developers for various roles open to people with 1+ years of experience who are interested in working with a US startup. If you are truly passionate about designing UI using React, you're looking for a job where you can work from anywhere- and we mean anywhere and are excited about gaining experience in a Startup, then this is the position for you. Parents from all walks of life have to choose between their careers and providing child care for their families. We want to change that by focusing on flexible hours, remote access, and creating a work/life balance. We take pride in creating the ideal work environment for parents and those seeking a flexible lifestyle. Be it your next vacation spot or a farm out in the country, if you have working internet, you can work remotely from your chosen location. No long commutes or rushing to in-person meetings. Ready to work hard and play harder Let's work together.

[Note: As part of the application process, candidates must complete the pre-screening behavioral assessment form. Without it, we will not consider candidates for this position.]RequirementsBachelors or Masters in Computer Science or related quantitative fields
Proficient in React/Typescript/JS/CSS/HTML
Proficient/knowledgeable in Python(Flask) Web Development
Knowledge of SQL, Unix, Docker, Git, and relational Databases
Strong knowledge of Authentication/Authorization/Payment gateway and deploying apps to production is required
Needs to have strong experience in DevOps and deployment pipelines to deploy software to servers (On-premise hosting and Azure)
Experience in Analytics/Machine Learning projects - understand or pick up how SkLearn/spark libraries and other machine learning packages operate in web servers
Strong analytical, design, problem-solving, and troubleshooting/debugging skills
Should have knowledge of software design patterns and software engineering best practices
Ability to work independently in a home office and doesn't need hand holding

What You'll Do, But Not Limited To:

Write Typescript/HTML/CSS for Web UI Platform with a strong focus on scalability, supportability, and maintainability
Guide, mentor and manage the junior team members and interns
Diagnosing and resolving issues in production
Enhancing and developing all aspects of the company's technology suite by collaborating with development teams to determine application requirements
Assessing and prioritizing client feature requests

Who You Are:

Reliable, Independent, and able to wear multiple hats
Honest - we hold transparency with high regard
Team Player - likes collaborating and working as a team
Communicative - can effectively translate goals to other team members
Self-Starter - able to take ownership of projects and identify what needs to be done
Builder - You are passionate about delivering better products/experiences to our customers and have a deep sense of ownership for your work
Experimental - You love trying new things, new tools, techniques and approaches even if you fail sometimes

Nice To Have:

Exposure to WordPress Plugin Ecosystem
Python programming experience and interest
Intellectually curious and eager to learn about Analytics/Machine Learning
Prior experience in Financial Services is a plus

BenefitsSalary :4,00,000 a year
Remote First Company - 100% remote to work with your schedule
Flexible Hours
Competitive Salary
Growth Potential - working with a company slated for extreme growth over the next few years
Exceptional Leadership - the opportunity to work with some of the leading minds in finance, statistics (machine learning) and econometrics

Note:

Zero-tolerance policy for plagiarism on the screening test. Any indication that the submission contains a solution generated by AI platforms like ChatGPT will lead to immediate disqualification.
Please only submit your assignment as a zip attachment in an email, and don't forget to attach a screenshot of the UI you have built for the assignment. Any other forms of submission will be auto-rejected",python
